anon_id,programme_school_name,gender
Sbd2f87e5,School of Informatics,M
S66f96665,School of Informatics,M
Sfdfa1512,School of Economics,F
Sf2f0f092,School of Informatics,M
Sacb04b35,School of Mathematics,M
Sac3baae5,School of Economics,M
S3772f20d,School of Mathematics,M
S154caf0d,School of Mathematics,M
Sc190ab0d,School of Informatics,M
Se3c6e3cf,School of Informatics,F
Sce66f663,School of Informatics,M
S37d02e00,School of Mathematics,M
Sbcf56b41,"School of Philosophy, Psychology and Language Sciences",F
S5e9cdb00,School of Informatics,M
Sf6feaadf,School of Economics,M
Sfcf425b2,School of Informatics,M
S911f5572,School of Informatics,M
S4706ade0,School of Mathematics,M
S6f84ecfc,School of Mathematics,M
Sfffe23cf,School of Mathematics,M
S1caac1f8,School of Informatics,M
S4df4d0a3,School of Informatics,F
S319423cf,School of Mathematics,M
S5cab8f0b,School of Informatics,M
Sd6557fd9,School of Mathematics,M
S7be3b8ef,School of Informatics,M
S2f2334c2,School of Informatics,M
S4d5c5619,School of Informatics,M
Scdd47318,School of Informatics,M
Sbbfe7e31,School of Informatics,M
S60b6682a,School of Mathematics,M
Se0f484e4,School of Informatics,M
Sd34b00ff,School of Biological Sciences,M
Sbba01ad2,School of Informatics,F
S44b4289b,School of Informatics,M
S69b6e13a,School of Mathematics,F
Sf8b54797,School of Informatics,F
Se9aa6917,"School of Philosophy, Psychology and Language Sciences",F
Sb8f4784c,School of Mathematics,M
S32e27f0c,School of Physics and Astronomy,M
Secea72d2,School of Informatics,M
S6c5e09e4,School of Physics and Astronomy,F
Scb369dbb,School of Informatics,F
S630a8887,School of Informatics,M
S5fbfe91c,School of Informatics,M
Sf89d56dc,School of Biological Sciences,M
S23b70fb2,School of Mathematics,M
Sf698dacb,School of Mathematics,M
S205fa4ea,School of Mathematics,M
S715fd152,School of Informatics,F
Safff5a36,School of Informatics,M
Sd64b1fb3,School of Informatics,F
S0797715e,School of Informatics,M
S640f8d80,School of Informatics,M
S290bf8ec,School of Informatics,M
S8bb7da5a,School of Informatics,M
Sfd490b77,School of Informatics,M
S6340485a,School of Mathematics,F
S8b81ab7b,School of Physics and Astronomy,F
S01492a88,School of Informatics,M
S01dd87a4,School of Informatics,F
Scf332f34,School of Mathematics,F
S7bb71858,School of Physics and Astronomy,F
S74bdfdd8,School of Informatics,M
S2fe963ee,School of Informatics,M
S25237ffb,School of Economics,F
Sa5a1004d,School of Physics and Astronomy,M
S9227f60d,School of Mathematics,M
S98f3ffd3,School of Informatics,F
Sff8cf7e5,School of Physics and Astronomy,M
S6485de25,School of Informatics,M
Sd3e36d07,School of Informatics,M
Sea1c4dee,School of Informatics,M
Se548cc8d,School of Informatics,M
Sf1e11b91,School of Mathematics,M
S99deddb8,School of Informatics,M
Sd9552bac,School of Informatics,M
Sa03fe89a,School of Informatics,M
S20bd972c,School of Informatics,M
S1c08f6b7,"School of Philosophy, Psychology and Language Sciences",F
S21848f9a,School of Mathematics,F
S01e1d993,School of Informatics,M
S156a30d2,School of Physics and Astronomy,M
S10be863b,School of Mathematics,M
S9aa8817b,School of Physics and Astronomy,M
S90fc6af5,School of Informatics,M
S77635200,"School of Philosophy, Psychology and Language Sciences",F
Sd555c851,School of Informatics,M
Sa206ace6,School of Mathematics,M
S0afa2aa2,School of Mathematics,M
S38b726f7,School of Health in Social Science,F
Sb77fcde9,School of Informatics,M
Se3b51b73,School of Informatics,M
Sc215ed22,School of Informatics,F
S7b28c355,School of Physics and Astronomy,M
Safbeecca,School of Informatics,F
S6ae331d1,School of Mathematics,F
Saabe8627,School of Mathematics,M
S47bf9c93,School of Mathematics,M
S4db513fe,School of Informatics,M
S8d7c0924,School of Physics and Astronomy,F
S19ab1960,School of Economics,F
S48f5083b,School of Informatics,M
Sef172483,School of Mathematics,M
Sa55c9435,School of Economics,F
S6f4bdd86,School of Informatics,M
Sbb092e1d,School of Informatics,M
S2f9415c6,School of Informatics,M
See6e4d1d,School of Mathematics,M
Sa4b15087,School of Mathematics,M
S89cfc398,School of Informatics,M
S0728cca4,School of Mathematics,M
Sc8e16949,School of Informatics,F
Sdc20ab97,School of Physics and Astronomy,M
S53f65542,School of Informatics,M
S42a90aea,School of Mathematics,F
S169f649e,School of Mathematics,M
S4701e6bd,School of Informatics,M
S3fcccaa6,School of Informatics,F
S6e92dbfd,School of Informatics,M
S24991a63,School of Mathematics,F
S72827f17,School of Informatics,M
S37c32a21,School of Economics,M
S26028212,School of Informatics,M
Scbff2048,School of Informatics,M
Scb0398a6,School of Physics and Astronomy,F
Sdfd61504,School of Informatics,M
S966bf063,School of Informatics,M
Sb4a9158d,School of Informatics,M
S7bfe47fb,School of Physics and Astronomy,M
Sdc027e88,School of Economics,M
Sf13c9cbf,School of Economics,M
S9cd7ec7f,School of Economics,F
Sd8f1c51c,School of Economics,F
Sd5aa7122,School of Physics and Astronomy,M
S1569314f,School of Economics,F
Sbdd5c623,School of Mathematics,F
Sbd771a2e,Deanery of Biomedical Sciences,F
S773e377e,"School of Philosophy, Psychology and Language Sciences",M
S5a0a8ffe,School of Mathematics,M
S1a9f6c21,School of Economics,M
S11e6d065,School of Informatics,F
Sc53ad465,School of Physics and Astronomy,M
S040b1c46,School of Informatics,M
S9aeaa8f9,School of Mathematics,M
Sfa5d79a0,School of Mathematics,M
S70236b22,School of Mathematics,F
S6a11c7b2,School of Informatics,M
S651b2232,School of Informatics,F
S13e5f31f,School of Informatics,M
S56e4d701,School of Mathematics,F
S774e7be7,School of Mathematics,M
S9fb9e9e7,School of Economics,F
S63c592a6,School of Mathematics,M
Sfceba957,School of Physics and Astronomy,M
S8c233f7c,School of Economics,F
S9b62a87a,School of Informatics,M
S8a7d86fa,School of Economics,M
Sadff78d1,"School of Philosophy, Psychology and Language Sciences",F
Sb84d8926,School of Economics,M
Sd5a6f9e6,School of Mathematics,F
Se3c791a3,School of Economics,M
Sbf3e8c28,School of Chemistry,M
Sa12b4728,School of Mathematics,M
Sba880015,School of Economics,F
Sc67c5e55,School of Informatics,M
S6ecaf38e,School of Mathematics,M
Sc068270e,School of Informatics,M
Sdb41ad75,School of Informatics,M
S9a33d0af,Business School,F
Scb6dc1f4,Business School,F
Sf8d81f58,School of Informatics,F
S05967f2f,School of Mathematics,M
S7ccacd38,School of Economics,F
S1b35275e,"School of Philosophy, Psychology and Language Sciences",F
S94234af3,School of Mathematics,M
S00b42b9f,School of Informatics,F
S330baf84,School of Economics,F
Sf682ae9b,School of Mathematics,M
S543e8c2d,School of Physics and Astronomy,F
S33df7380,School of Economics,F
Sfc8821f6,School of Mathematics,F
Sbcc91e2d,School of Informatics,M
S4252a7a3,School of Economics,F
S34ec07a6,School of Mathematics,M
S0c68fd39,School of Informatics,F
S702a3008,School of Informatics,M
S521e37bf,School of Mathematics,F
S53ad97ee,School of Economics,M
S710d3d75,School of Mathematics,M
S8a207d67,School of Informatics,M
Sf64ad4bc,School of Mathematics,M
S2856961e,School of Informatics,M
S39b50070,School of Physics and Astronomy,F
S808274b0,School of Informatics,M
Sb8500393,School of Economics,M
S81ef5252,School of Economics,F
Sa78a47dd,School of Informatics,M
S223e23a7,School of Informatics,F
S9e093d8a,School of Economics,M
S39bf2f66,School of Mathematics,F
S9e172841,School of Informatics,M
Scf49391a,School of Informatics,M
Se129e304,School of Informatics,M
S929729ec,School of Informatics,M
S2e3ec05a,School of Mathematics,F
S099e002c,School of Informatics,F
S0694e5ac,School of Informatics,M
Sb1108e0a,School of Mathematics,M
S543ca126,School of Economics,F
S9e758c76,School of Mathematics,F
Sa494e59e,"School of Literatures, Languages and Cultures",F
S6e6b5bbf,School of Mathematics,M
S5dd4dfa4,School of Mathematics,M
S175ffc6a,School of Informatics,M
S0cfcbb57,School of Mathematics,F
S1777ed21,School of Informatics,F
S1d7738fb,School of Informatics,M
Sc961f534,School of Mathematics,M
S6bddd782,School of Mathematics,F
S83f4c331,School of Informatics,F
S0c7c5907,School of Mathematics,F
S03e211ab,School of Economics,F
Sa15e331d,School of Engineering,M
Sea50c1a3,School of Mathematics,M
Sbb0ed0f8,School of Informatics,F
S8d259322,School of Mathematics,M
S80d6a1a6,School of Informatics,M
S0a0b361e,School of Mathematics,M
Sc0565432,School of Mathematics,M
S5e153c80,School of Informatics,M
Sf9378340,Business School,F
S4a0a78ed,School of Informatics,F
S286b0ffd,Business School,M
S675c8f18,School of Mathematics,F
Sa6ecfc5c,School of Informatics,F
Se12824d0,School of Informatics,F
Sdd09e867,School of Informatics,F
Sf53d3a0a,School of Economics,F
Sabcb12dc,School of Mathematics,M
Sb04a1e1d,School of Economics,M
S18286fc2,School of Informatics,M
S1d28052f,School of Economics,M
Scc6a9c59,School of Informatics,M
S6ff1b392,School of Economics,F
Sbf6cd5b7,School of Informatics,M
S24a56f0f,School of Physics and Astronomy,M
S3e89d654,School of Informatics,F
S85fbbc56,School of Informatics,M
S6246bafe,School of Mathematics,M
Secc1495f,School of Informatics,M
S7d1633f6,School of Informatics,M
Sd1652139,School of Mathematics,F
Sbc10a662,School of Informatics,M
Sc0ba9cc1,School of Economics,F
S4f3206f7,School of Informatics,M
Sd4317580,School of Mathematics,M
S0fe79400,School of Mathematics,M
S28bbec98,School of Physics and Astronomy,F
S94185f99,School of Economics,F
S3012d879,School of Mathematics,M
Se4a6c9bb,School of Informatics,F
S49100e8d,School of Mathematics,F
Sa1a7eda5,School of Mathematics,F
S098fb7e5,School of Informatics,F
Seeb2531d,Business School,F
S125a8570,School of Informatics,M
S4304942b,School of Informatics,M
Se1b8b69d,School of Informatics,F
Se5c1b5ee,School of Informatics,M
S7c47a061,School of Informatics,F
S4f6c8956,School of Mathematics,F
Sa705eccd,"School of Philosophy, Psychology and Language Sciences",F
Se29065ff,School of Informatics,M
S4fb85552,School of Mathematics,M
Sfcedbb3d,School of Mathematics,F
S4a4edde6,School of Informatics,M
S3a2ecd77,School of Informatics,M
S928c2fd0,School of Informatics,M
Sccd281bc,School of Economics,M
Se041d611,School of Mathematics,F
S06e783f3,School of Mathematics,M
Sf005daf3,School of Mathematics,F
S022813f1,School of Economics,F
Sfb54025d,School of Physics and Astronomy,M
Sfc9bce95,School of Informatics,M
S7c19b123,School of Physics and Astronomy,M
S2d19c49b,School of Mathematics,F
S7947bf2d,School of Social and Political Science,F
S817eec89,School of Mathematics,F
Sa2ac2c0c,School of Economics,M
S00100eba,School of Informatics,M
S00ce8809,School of Informatics,M
Se245956d,School of Mathematics,M
S14336141,School of Informatics,M
Sbc51109e,School of Economics,F
Sb30591fd,School of Physics and Astronomy,M
S35657549,School of Mathematics,M
S5de67aa6,School of Informatics,M
S640d1533,School of Mathematics,F
S8cfa8733,School of Economics,M
Sdda49668,School of Mathematics,F
S424011f7,School of Engineering,M
S860e0358,School of Informatics,M
S0652fa5d,School of Informatics,F
S4c194aeb,School of Informatics,M
S2e6c7287,School of Mathematics,M
Saa83413e,School of Economics,M
S0a3a0c62,School of Physics and Astronomy,M
S2d0e6138,School of Informatics,M
S28eca6f0,School of Informatics,M
S5bfa9f03,Business School,F
S4aa5c0ab,School of Physics and Astronomy,M
S8590dda8,School of Mathematics,F
Sc005549a,School of Informatics,M
S4019dcb7,School of Mathematics,F
S6c0033fd,School of Mathematics,F
S8b299879,School of Mathematics,F
Sc67362b4,School of Mathematics,F
S6e0f06a0,School of Economics,F
S4c193f4a,School of Mathematics,F
S57cc0ddf,School of Economics,M
Sf07a1f33,School of Economics,M
S083f1629,School of Mathematics,M
S87297b84,School of Informatics,M
S74cb4869,School of Economics,F
S3c11d15b,School of Economics,M
S7c109fa8,School of Informatics,F
Sb6af50a1,School of Mathematics,M
Sf96468aa,School of Mathematics,F
Sdda6bb63,School of Economics,M
Sab181b66,School of Physics and Astronomy,M
Sdd0e3dd9,School of Mathematics,M
S9d1166e1,School of Mathematics,M
S5c75c9a1,School of Informatics,M
Scd361e24,School of Mathematics,M
S1da51dd7,School of Mathematics,M
S354f4909,School of Mathematics,F
S588c5d23,School of Informatics,M
S24e6f4f8,School of Mathematics,M
S8cdae1c4,School of Mathematics,M
S1cea0568,School of Mathematics,F
S563f4245,School of Informatics,F
Se7873452,School of Mathematics,F
Se2c72f97,School of Informatics,M
S7950f1cc,School of Economics,F
S14e5e5ef,School of Informatics,M
S05facb6f,School of Mathematics,F
S0f64e92e,School of Economics,M
S14a594c7,School of Mathematics,F
S6851ca87,School of Informatics,M
S40fbef71,School of Economics,M
S54124945,School of Informatics,F
Sc58542c4,School of Informatics,F
S9562a979,School of Mathematics,F
S79ed613d,School of Mathematics,F
S2df36ba3,School of Mathematics,M
Sa725ff9b,School of Mathematics,M
S801bc876,School of Informatics,M
S7cdb7af1,School of Informatics,M
S5b3bcbaf,School of Informatics,M
S0f3bd4fa,School of Mathematics,M
S94ac0aa1,School of Economics,M
Sb3d24c64,School of Physics and Astronomy,F
Sa9b4dea0,Business School,F
Sdd1b5e33,School of Mathematics,F
S30acd7f6,School of Informatics,M
S8c053e40,School of Physics and Astronomy,M
S52a5b524,School of Mathematics,M
S06bbbfba,School of Economics,M
Sa459f9ef,School of Informatics,M
Seaffe706,School of Mathematics,M
S9b2855a0,School of Informatics,M
Sb656c6bf,School of Informatics,M
S4abe10d2,School of Physics and Astronomy,F
Sa757fdf4,School of Informatics,M
S51b5a4f4,School of Informatics,F
S3c5ed434,School of Mathematics,M
S9b147e36,School of Informatics,M
S809f2840,"School of Philosophy, Psychology and Language Sciences",F
Sb6be312d,School of Mathematics,F
S4b71ea3d,School of Economics,F
S3a4aad6f,School of Informatics,F
S4c6afaf1,School of Mathematics,F
S0c5dc523,School of Mathematics,M
S9754ece3,"School of Philosophy, Psychology and Language Sciences",F
S7ae36526,School of Informatics,M
Se12adf9e,School of Mathematics,F
S585780c1,School of Physics and Astronomy,M
Sbf164b26,School of Mathematics,F
Sd8fdee3c,School of Mathematics,M
S70c1fb00,School of Mathematics,F
Sba083400,School of Physics and Astronomy,M
Sc92253c4,School of Mathematics,F
Sd215cc74,School of Mathematics,F
S181c900c,School of Informatics,M
Sc9808fc9,School of Informatics,M
S5924c649,School of Mathematics,F
S65d1d6fa,School of Mathematics,F
Sbcc2cbe8,School of Mathematics,F
Scfbc9278,School of Informatics,M
S8a696a62,School of Mathematics,M
Sedf4cf71,School of Mathematics,M
Sdb4b2187,School of Informatics,M
Sbd0d3107,School of Informatics,M
S4b31eeb4,School of Informatics,M
S09a189c3,School of Economics,F
Sd7a9841d,School of Mathematics,M
Sd8a3619d,School of Informatics,M
Sab43cf96,School of Informatics,M
S926269cc,School of Informatics,F
Seb2a94a7,School of Mathematics,M
S4c564f84,School of Economics,F
S9cb339df,School of Mathematics,F
S51bf60a0,School of Informatics,M
S1160a8e0,School of Informatics,M
S4ab4d486,School of Informatics,F
S3600fbee,School of Engineering,M
S1bc8fb80,School of Informatics,M
S5e5d72b2,School of Mathematics,M
S4f425c32,School of Informatics,M
S7663fa68,School of Physics and Astronomy,M
Sdbd53d5e,School of Informatics,F
Sf6b5bb8a,School of Informatics,F
Sbc208d8f,School of Informatics,M
S54d71f8f,School of Informatics,M
Se8fe61c8,School of Physics and Astronomy,F
S9b00da08,School of Mathematics,F
Sca5ecb53,School of Mathematics,M
S33b677d3,School of Mathematics,M
S902d5818,School of Mathematics,M
S95b3c56e,School of Informatics,M
Sd0f29058,School of Economics,F
Sd7a9f1bc,School of Mathematics,F
Sc6363d6c,School of Mathematics,M
Sfa1dab6c,School of Mathematics,M
S1d564f9d,"School of Philosophy, Psychology and Language Sciences",F
S4c085ec6,School of Physics and Astronomy,M
Seb3eae7a,School of Informatics,M
S4265c713,School of Informatics,F
S3ed1e87b,School of Geosciences,M
S996da020,School of Mathematics,F
S97152fbe,School of Physics and Astronomy,M
S3afd8c6b,School of Mathematics,F
S52823b6a,"School of Philosophy, Psychology and Language Sciences",F
Sd8e86694,School of Informatics,M
S7fcad954,School of Informatics,M
S9da933a2,School of Mathematics,M
S98e92867,School of Mathematics,F
Sdc9165e7,School of Mathematics,M
S22bc4f18,School of Informatics,M
S7314bc1a,School of Economics,F
S40ab3801,School of Mathematics,M
S9eabdc80,School of Mathematics,F
S94a153ed,School of Physics and Astronomy,F
S9435fec1,School of Mathematics,M
Se8e39edc,"School of Philosophy, Psychology and Language Sciences",F
S0f8a4470,School of Informatics,F
S9d2138ad,School of Engineering,M
S49e32966,School of Mathematics,F
Sab683402,School of Informatics,M
S9d0306f0,School of Informatics,M
S6a06c1f5,School of Informatics,M
Sf00aaeb4,School of Informatics,M
S03d4b6cf,School of Mathematics,M
Sc2fa3210,School of Economics,F
S2099d8e6,School of Mathematics,F
Sc0eb1286,School of Economics,M
Sb6b71fa6,School of Informatics,M
S45c18167,School of Mathematics,M
S39ff16e8,School of Informatics,M
S0f40f81e,"School of Philosophy, Psychology and Language Sciences",M
Sb89af75b,School of Economics,F
S6143c8c4,School of Informatics,F
S12a366cf,School of Informatics,F
S18e9988a,"School of Philosophy, Psychology and Language Sciences",F
S060ab1d3,School of Mathematics,F
S185f0bfb,School of Informatics,M
S52801661,School of Mathematics,M
S18016f18,School of Economics,F
S8902c9b5,School of Mathematics,F
S06800934,School of Informatics,M
S3a751987,School of Economics,M
Se50e2770,School of Physics and Astronomy,M
S6ac6cc6e,School of Physics and Astronomy,M
Sb30b57cf,School of Informatics,F
S399db2df,School of Geosciences,F
S79427a9f,School of Informatics,M
S2888c6e8,School of Informatics,M
S62a1392b,School of Informatics,M
S2df4f6bb,School of Informatics,M
S4426f420,School of Informatics,M
S3846074c,School of Economics,F
S220884c3,Business School,M
S73fe1322,School of Economics,M
S1fe6b29b,School of Mathematics,F
S7d0727db,School of Informatics,F
S0ce8bc8d,School of Informatics,M
Sff40a4ff,School of Mathematics,F
Sb595e3d2,School of Economics,F
Sd20846c1,School of Mathematics,M
S578a539a,School of Economics,M
S35eb248a,School of Physics and Astronomy,F
Se1a9d711,School of Mathematics,M
S8c967bd5,School of Informatics,M
Sa5d19a91,School of Mathematics,M
S3ed8b351,School of Informatics,M
S7af599b2,School of Informatics,M
S97421077,School of Informatics,M
Sae955474,School of Mathematics,F
Sccbe08fb,School of Mathematics,M
S28bf9b5f,"School of Philosophy, Psychology and Language Sciences",F
S6274c9b9,School of Informatics,M
S80756c3a,School of Mathematics,F
S3b973bf2,School of Informatics,M
S6f17c6f7,School of Economics,M
S7eb421b1,School of Mathematics,F
S87d625d6,School of Informatics,M
S0176521a,School of Mathematics,F
S816ada37,School of Economics,M
S41376dc1,School of Mathematics,F
Sd56ac562,School of Informatics,M
S446963cf,Deanery of Biomedical Sciences,F
S382baefe,School of Physics and Astronomy,M
S4ed57fd3,School of Mathematics,F
S6dcc2fae,School of Economics,F
Sc0a46e2b,School of Informatics,F
S44a3dfa1,School of Informatics,M
Sdf603fae,School of Informatics,M
S37d7dc86,School of Informatics,M
S77b4dd00,School of Informatics,M
Sf49e78c6,School of Mathematics,F
S161565a2,School of Informatics,M
S020a21cf,School of Economics,M
S9c5d0601,School of Physics and Astronomy,M
Se577b41f,School of Informatics,M
Saf3c04a9,School of Chemistry,M
S34abdaf2,School of Mathematics,M
S32dd079e,School of Economics,M
S29421e94,School of Mathematics,M
S4ec1ae4c,School of Informatics,M
S4b81b589,"School of Philosophy, Psychology and Language Sciences",M
S2334cb47,School of Economics,M
S26a00c86,School of Physics and Astronomy,M
Secbd1f82,School of Informatics,M
Se6bdca58,School of Mathematics,F
S88a0040b,School of Economics,F
S7456c7ad,School of Informatics,M
Sef29ee64,School of Mathematics,M
Sc8892e12,School of Physics and Astronomy,M
S4895a63f,"School of Philosophy, Psychology and Language Sciences",F
Sc96eb017,School of Mathematics,F
S87741299,School of Informatics,F
S1ce3ccc2,School of Mathematics,M
Sdcaa3448,School of Informatics,M
S5c0a75a3,School of Economics,F
Sd6dce19b,School of Mathematics,M
S080a6af6,School of Informatics,F
Sc7c995ac,School of Physics and Astronomy,M
Se5bde333,School of Physics and Astronomy,F
Sf09bbfe8,School of Informatics,M
Sa1cff404,School of Informatics,M
Sf88a4aa4,School of Mathematics,F
S72c22907,School of Informatics,F
S299ced86,School of Economics,M
S159545db,School of Informatics,F
Sdbe51ad0,Business School,F
Se59e8459,School of Mathematics,M
Sd96b94ea,School of Economics,M
S3408c12b,School of Mathematics,F
S56e9546b,School of Economics,M
Sc7e7e32c,School of Mathematics,M
Sdfec9523,School of Economics,M
S99456b4d,School of Economics,M
S9722dd8e,School of Mathematics,F
S2910ac49,School of Economics,M
Sac93e025,School of Economics,M
S0165563b,School of Engineering,F
S9aae2aca,School of Mathematics,M
S2d887623,School of Mathematics,M
S16e6940c,School of Economics,M
Seaf8a038,School of Physics and Astronomy,M
S63b0eaf0,School of Physics and Astronomy,F
S448edd1d,School of Geosciences,M
